generation,file_path,total_entries,valid_entries,invalid_entries,pareto_front_area,objective_0_min,objective_0_max,objective_0_mean,objective_0_median,objective_0_stdev,objective_1_min,objective_1_max,objective_1_mean,objective_1_median,objective_1_stdev,crowding_total,crowding_infinite,crowding_min,crowding_max,crowding_mean,crowding_median,crowding_stdev
27,global_gen_27.pkl,215,35,180,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9053056870188032,0.9093999862670898,0.009155744716444722,518209.0,2260054.0,585204.9142857143,518230.0,296786.47630264336,35,4,0.0,0.47551327099921437,0.04548709980623614,0.012556866599399594,0.09160707933489892
28,global_gen_28.pkl,218,33,185,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9047484578508319,0.9088999629020691,0.009135788537239614,518209.0,716446.0,536437.7272727273,518230.0,57797.99476910549,33,4,0.0,0.5440028313277915,0.06272926695526426,0.013888428976676932,0.13524195642193496
29,global_gen_29.pkl,225,33,192,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9047484578508319,0.9088999629020691,0.009135788537239614,518209.0,716446.0,536437.7272727273,518230.0,57797.99476910549,33,4,0.0,0.5440028313277915,0.06272926695526426,0.013888428976676932,0.13524195642193496
30,global_gen_30.pkl,233,34,199,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9049970314783209,0.9091499745845795,0.009112314874176575,518209.0,716446.0,535902.2058823529,518230.0,57001.12521046719,34,4,0.0,0.5440028313277915,0.060638291390088785,0.013317744515261768,0.13338234196831608
31,global_gen_31.pkl,237,36,201,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9052721957365671,0.9094999730587006,0.0089227063815122,518209.0,716446.0,534919.8333333334,518230.0,55500.797283591215,36,4,0.0,0.5440028313277915,0.056848398178208234,0.011600634177735485,0.12985771921903103
32,global_gen_32.pkl,244,41,203,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9056341197432541,0.9097999930381775,0.008933720909284843,518209.0,716446.0,532884.7073170731,518230.0,52209.791322243334,41,4,0.0,0.5440028313277915,0.04979181197715898,0.010802418034445585,0.12074399344469287
33,global_gen_33.pkl,250,41,209,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9060487543664327,0.9097999930381775,0.008656275797551875,518209.0,716446.0,532884.7073170731,518230.0,52209.791322243334,41,4,0.0,0.5440028313277915,0.04979181197715898,0.009258952651117954,0.12183643865770176
34,global_gen_34.pkl,258,43,215,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9060836947241495,0.9097999930381775,0.0084798089812066,518209.0,716446.0,536812.2790697674,518230.0,58203.52360030872,43,4,0.0,0.5440028313277915,0.0479133886142284,0.009258952651117954,0.11890736556618818
35,global_gen_35.pkl,265,43,222,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9061092775921489,0.9097999930381775,0.008488282063963954,518209.0,716446.0,536812.7674418605,518230.0,58203.36387588297,43,4,0.0,0.5440028313277915,0.0479133886142284,0.009258952651117954,0.11896424281339114
36,global_gen_36.pkl,271,45,226,46591.95094975829,0.8822999596595764,0.9146999716758728,0.9065244197845459,0.910099983215332,0.008495193921534768,518209.0,716446.0,535988.1333333333,518230.0,56996.50023928902,45,4,0.0,0.5440028313277915,0.04557615014524165,0.008117583728287628,0.11641726958128816
37,global_gen_37.pkl,278,43,235,46588.77754852176,0.8822999596595764,0.9203999638557434,0.9063860205716865,0.9097999930381775,0.00877777724670143,518209.0,716446.0,536814.0930232558,518230.0,58202.93073451181,43,4,0.0,0.5368458039760688,0.04653143291259661,0.009186310644981634,0.11682216784569764
38,global_gen_38.pkl,284,43,241,46588.77754852176,0.8822999596595764,0.9203999638557434,0.9061255552047907,0.9097999930381775,0.00869094222664241,518209.0,716446.0,541422.9302325582,518230.0,64233.32079721454,43,4,0.0,0.5368458039760688,0.04653143291259661,0.009186310644981634,0.11682216784569764
39,global_gen_39.pkl,291,43,248,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9062069501987723,0.9097999930381775,0.008788994322752841,518209.0,716446.0,541421.6046511628,518230.0,64233.81065078523,43,4,0.0,0.5368458039760688,0.047709165046568615,0.010498864226578976,0.11656229336311125
40,global_gen_40.pkl,297,45,252,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9064155287212796,0.9097999930381775,0.008876604413744674,518209.0,716446.0,540390.5111111111,518230.0,62942.951010715835,45,4,0.0,0.523722614799395,0.04608607127640776,0.011810635595076438,0.11223234237430463
41,global_gen_41.pkl,304,48,256,42391.21348589659,0.8822999596595764,0.9203999638557434,0.9068603900571665,0.9099499881267548,0.008848796310825363,518209.0,716446.0,539004.6041666666,518230.0,61142.10780501423,48,4,0.0,0.523722614799395,0.04294383914392541,0.009842587435780304,0.10888240781814817
