generation,file_path,total_entries,valid_entries,invalid_entries,pareto_front_area,objective_0_min,objective_0_max,objective_0_mean,objective_0_median,objective_0_stdev,objective_1_min,objective_1_max,objective_1_mean,objective_1_median,objective_1_stdev,crowding_total,crowding_infinite,crowding_min,crowding_max,crowding_mean,crowding_median,crowding_stdev
11,global_gen_11.pkl,129,48,81,74219.96554756165,0.593999981880188,0.914900004863739,0.8644333146512508,0.8858499825000763,0.06070787481458785,14014.0,541495.0,339374.9375,314998.0,192494.68226436758,48,3,0.0,0.24665000188528233,0.038551209540632264,0.007816740434023601,0.06671164585309615
12,global_gen_12.pkl,133,49,84,74219.96554756165,0.5985999703407288,0.914900004863739,0.8654877360986204,0.887499988079071,0.06019691701962973,14014.0,541495.0,343058.5918367347,316534.0,192148.66322242076,49,3,0.0,0.242965503179605,0.037810128101056786,0.008028155123799393,0.06547175799834416
13,global_gen_13.pkl,140,51,89,74219.96554756165,0.5985999703407288,0.914900004863739,0.8649921370487587,0.887499988079071,0.05946525450775379,14014.0,541495.0,341896.0588235294,316534.0,192698.48242561865,51,3,0.0,0.242965503179605,0.036224824597575554,0.007904175587346813,0.06444202828629121
14,global_gen_14.pkl,145,49,96,74219.96554756165,0.752299964427948,0.914900004863739,0.8717142671954875,0.887499988079071,0.0452370149521123,14014.0,541495.0,357345.9387755102,516766.0,184442.78743063842,49,3,0.0,0.21945245686215453,0.04301995605392954,0.012786156916861054,0.06438478170195785
15,global_gen_15.pkl,151,48,103,74219.96554756165,0.752299964427948,0.914900004863739,0.8695270642638206,0.8889999687671661,0.048845100296045996,14014.0,541495.0,347817.4375,416650.0,191241.65340250454,48,3,0.0,0.21945245686215453,0.04397595507735019,0.013059586490387045,0.06507992791609739
16,global_gen_16.pkl,157,50,107,74858.72431826591,0.7014999985694885,0.914900004863739,0.8670739817619324,0.8889999687671661,0.05385649441334244,11134.0,541495.0,344463.46,416650.0,194846.7451674138,50,3,0.0,0.21010620349509304,0.0395706974290425,0.010628125231520397,0.061273238727945586
17,global_gen_17.pkl,164,52,112,74858.58391857147,0.7014999985694885,0.9226999878883362,0.86797113601978,0.8889999687671661,0.05336858671281406,11134.0,541495.0,343466.32692307694,416650.0,195046.86390567792,52,3,0.0,0.2003315315888886,0.037683764566851845,0.011256910399189489,0.05847913829519628
18,global_gen_18.pkl,169,54,115,74858.58391857147,0.7014999985694885,0.9226999878883362,0.864885166839317,0.887499988079071,0.055068077050852635,11134.0,541495.0,336783.27777777775,316534.0,196541.90834991666,54,3,0.0,0.2003315315888886,0.03620596987795569,0.010355478974067526,0.05776040596667128
19,global_gen_19.pkl,174,52,122,74858.58391857147,0.7014999985694885,0.9226999878883362,0.8648442121652457,0.887499988079071,0.05529379139262851,11134.0,541495.0,333797.32692307694,316534.0,198713.47774304127,52,3,0.0,0.2003315315888886,0.037683764566851845,0.011256910399189489,0.0584862370994458
20,global_gen_20.pkl,182,53,129,74858.58391857147,0.7014999985694885,0.9226999878883362,0.8656773398507316,0.887499988079071,0.055094414782450814,11134.0,541495.0,337250.24528301886,316534.0,198392.49017685445,53,3,0.0,0.2003315315888886,0.03694817276513519,0.010806194686628507,0.05811925288505241
21,global_gen_21.pkl,188,53,135,74858.58391857147,0.7014999985694885,0.9226999878883362,0.8659358305751153,0.887499988079071,0.05533320502085722,11134.0,541495.0,337250.24528301886,316534.0,198392.49017685445,53,3,0.0,0.2003315315888886,0.037282710586601486,0.01137132057854254,0.057955786308547176
22,global_gen_22.pkl,194,55,139,74858.58391857147,0.593999981880188,0.9226999878883362,0.8600017991932956,0.887499988079071,0.0658544096401663,11134.0,541495.0,327241.87272727274,316534.0,201719.52853956466,55,4,0.0,0.19656132710632884,0.030842420524573536,0.007915932305177323,0.05417696986290038
23,global_gen_23.pkl,200,56,144,74858.58391857147,0.5953999757766724,0.9226999878883362,0.8600178382226399,0.8858499825000763,0.06514944666980313,11134.0,541495.0,327069.51785714284,316534.0,199908.0555340826,56,4,0.0,0.19469391832278146,0.030315525856051066,0.007833122111609045,0.05355506770572357
24,global_gen_24.pkl,203,55,148,74858.58391857147,0.7014999985694885,0.9226999878883362,0.8619563449512828,0.887499988079071,0.05905789952719504,11134.0,541495.0,327189.5090909091,316534.0,201802.7006127219,55,3,0.0,0.2003315315888886,0.03810920767759633,0.01143917439890943,0.057765930841431896
